District,Polling Station Number,Conservative,Green Party,Liberal,N.D.P.,Conservative (%),Green Party (%),Liberal (%),N.D.P. (%),Other (%)
13001,1,22,2,62,76,13.33,1.21,37.58,46.06,1.82
13001,10,44,4,66,115,18.88,1.72,28.33,49.36,1.72
13001,100,22,2,58,73,14.1,1.28,37.18,46.79,0.64
13001,101,46,5,86,124,17.56,1.91,32.82,47.33,0.38
13001,102,37,4,75,108,16.37,1.77,33.19,47.79,0.88
13001,103,54,4,95,119,19.29,1.43,33.93,42.5,2.86
13001,104,37,6,89,119,14.62,2.37,35.18,47.04,0.79
13001,105,26,0,48,115,13.68,0.0,25.26,60.53,0.53
13001,106,33,1,73,109,15.14,0.46,33.49,50.0,0.92
13001,107,17,0,38,141,8.63,0.0,19.29,71.57,0.51
13001,108,47,0,68,111,20.52,0.0,29.69,48.47,1.31
13001,109,38,0,41,103,20.21,0.0,21.81,54.79,3.19
13001,11,21,2,51,116,10.88,1.04,26.42,60.1,1.55
13001,110,49,4,125,225,12.07,0.99,30.79,55.42,0.74
13001,111,43,2,69,147,16.35,0.76,26.24,55.89,0.76
13001,112,49,0,23,38,44.55,0.0,20.91,34.55,0.0
13001,113,97,2,85,88,35.14,0.72,30.8,31.88,1.45
13001,114,65,2,57,84,31.25,0.96,27.4,40.38,0.0
13001,115,67,2,51,90,31.75,0.95,24.17,42.65,0.47
13001,116,56,1,39,77,32.0,0.57,22.29,44.0,1.14
13001,117,49,0,54,77,26.63,0.0,29.35,41.85,2.17
13001,118,58,4,26,81,33.92,2.34,15.2,47.37,1.17
13001,119,44,5,61,113,19.56,2.22,27.11,50.22,0.89
13001,12,25,3,76,162,9.26,1.11,28.15,60.0,1.48
13001,120,40,1,32,56,30.77,0.77,24.62,43.08,0.77
13001,121,36,1,30,95,21.95,0.61,18.29,57.93,1.22
13001,122,61,4,34,67,35.88,2.35,20.0,39.41,2.35
13001,123,50,0,39,91,27.62,0.0,21.55,50.28,0.55
13001,124,52,2,45,69,30.77,1.18,26.63,40.83,0.59
13001,125,65,2,48,141,25.29,0.78,18.68,54.86,0.39
13001,126,60,2,28,76,35.93,1.2,16.77,45.51,0.6
13001,127,7,0,19,26,13.46,0.0,36.54,50.0,0.0
13001,128,30,3,15,54,29.13,2.91,14.56,52.43,0.97
13001,129,57,3,49,122,24.57,1.29,21.12,52.59,0.43
13001,13,28,4,41,139,12.79,1.83,18.72,63.47,3.2
13001,130,112,4,57,101,40.73,1.45,20.73,36.73,0.36
13001,131,32,2,35,50,26.23,1.64,28.69,40.98,2.46
13001,132,69,6,48,97,31.08,2.7,21.62,43.69,0.9
13001,133,47,4,47,86,25.41,2.16,25.41,46.49,0.54
13001,134,64,3,42,76,34.22,1.6,22.46,40.64,1.07
13001,135,124,6,59,103,42.47,2.05,20.21,35.27,0.0
13001,136,57,6,90,153,18.51,1.95,29.22,49.68,0.65
13001,137,40,3,58,74,22.73,1.7,32.95,42.05,0.57
13001,138,84,2,39,50,47.73,1.14,22.16,28.41,0.57
13001,139,52,2,47,63,31.71,1.22,28.66,38.41,0.0
13001,14,43,4,77,132,16.41,1.53,29.39,50.38,2.29
13001,140,69,4,41,64,38.12,2.21,22.65,35.36,1.66
13001,141,64,1,25,136,27.95,0.44,10.92,59.39,1.31
13001,142,44,1,31,103,24.31,0.55,17.13,56.91,1.1
13001,143,55,0,52,122,23.71,0.0,22.41,52.59,1.29
13001,144,23,2,88,150,8.68,0.75,33.21,56.6,0.75
13001,145,22,0,34,91,14.67,0.0,22.67,60.67,2.0
13001,146,27,5,58,120,12.74,2.36,27.36,56.6,0.94
13001,147,18,2,41,146,8.53,0.95,19.43,69.19,1.9
13001,148,53,4,51,138,21.46,1.62,20.65,55.87,0.4
13001,149,51,2,46,67,30.54,1.2,27.54,40.12,0.6
13001,15,51,6,101,137,16.89,1.99,33.44,45.36,2.32
13001,150,27,2,20,88,19.42,1.44,14.39,63.31,1.44
13001,151,32,2,42,152,13.91,0.87,18.26,66.09,0.87
13001,152,28,2,40,144,12.96,0.93,18.52,66.67,0.93
13001,153,47,0,46,164,18.22,0.0,17.83,63.57,0.39
13001,154,38,2,57,144,15.77,0.83,23.65,59.75,0.0
13001,155,33,1,59,170,12.45,0.38,22.26,64.15,0.75
13001,156,28,5,63,248,8.02,1.43,18.05,71.06,1.43
13001,157,20,0,9,86,17.39,0.0,7.83,74.78,0.0
13001,158,18,3,70,97,9.52,1.59,37.04,51.32,0.53
13001,159,22,2,38,179,9.13,0.83,15.77,74.27,0.0
13001,16,20,3,57,101,10.93,1.64,31.15,55.19,1.09
13001,160,16,0,31,89,11.59,0.0,22.46,64.49,1.45
13001,161,27,2,39,170,11.25,0.83,16.25,70.83,0.83
13001,162,38,1,45,96,20.99,0.55,24.86,53.04,0.55
13001,163,19,2,51,84,12.18,1.28,32.69,53.85,0.0
13001,164,26,4,35,85,17.11,2.63,23.03,55.92,1.32
13001,165,22,0,26,93,15.49,0.0,18.31,65.49,0.7
13001,166,45,5,46,120,20.55,2.28,21.0,54.79,1.37
13001,167,28,3,34,98,17.18,1.84,20.86,60.12,0.0
13001,168,35,2,57,356,7.74,0.44,12.61,78.76,0.44
13001,169,38,3,69,101,17.76,1.4,32.24,47.2,1.4
13001,17,17,0,42,81,11.97,0.0,29.58,57.04,1.41
13001,170,38,2,63,120,16.96,0.89,28.12,53.57,0.45
13001,171,90,7,136,290,17.08,1.33,25.81,55.03,0.76
13001,172,28,5,47,99,15.47,2.76,25.97,54.7,1.1
13001,173,50,1,67,107,22.22,0.44,29.78,47.56,0.0
13001,174,42,4,67,117,18.1,1.72,28.88,50.43,0.86
13001,175,39,4,56,161,14.89,1.53,21.37,61.45,0.76
13001,176,15,3,28,44,16.67,3.33,31.11,48.89,0.0
13001,177,67,2,119,294,13.73,0.41,24.39,60.25,1.23
13001,178,41,5,60,88,20.81,2.54,30.46,44.67,1.52
13001,179,45,3,56,117,20.0,1.33,24.89,52.0,1.78
13001,18,29,3,67,126,12.78,1.32,29.52,55.51,0.88
13001,180,29,12,71,157,10.78,4.46,26.39,58.36,0.0
13001,181,44,5,114,172,13.06,1.48,33.83,51.04,0.59
13001,182,29,4,69,96,14.65,2.02,34.85,48.48,0.0
13001,183,28,3,93,232,7.82,0.84,25.98,64.8,0.56
13001,184,16,6,71,160,6.25,2.34,27.73,62.5,1.17
13001,185,24,2,59,147,10.26,0.85,25.21,62.82,0.85
13001,186,40,3,57,87,21.39,1.6,30.48,46.52,0.0
13001,187,51,7,52,77,26.98,3.7,27.51,40.74,1.06
13001,188,40,2,49,77,23.53,1.18,28.82,45.29,1.18
13001,189,50,9,44,80,27.32,4.92,24.04,43.72,0.0
13001,19,44,6,86,108,17.74,2.42,34.68,43.55,1.61
13001,190,35,0,56,79,20.47,0.0,32.75,46.2,0.58
13001,191,77,5,71,106,29.28,1.9,27.0,40.3,1.52
13001,192,64,7,78,106,25.0,2.73,30.47,41.41,0.39
13001,193,75,9,71,108,28.41,3.41,26.89,40.91,0.38
13001,194,51,6,88,143,17.53,2.06,30.24,49.14,1.03
13001,195,42,8,98,102,16.73,3.19,39.04,40.64,0.4
13001,2,20,4,49,123,10.2,2.04,25.0,62.76,0.0
13001,20,51,3,84,122,19.32,1.14,31.82,46.21,1.52
13001,21,62,5,76,130,22.55,1.82,27.64,47.27,0.73
13001,22,33,4,64,104,16.02,1.94,31.07,50.49,0.49
13001,23,59,5,82,152,19.47,1.65,27.06,50.17,1.65
13001,24,31,4,87,122,12.65,1.63,35.51,49.8,0.41
13001,25,50,4,115,126,16.56,1.32,38.08,41.72,2.32
13001,26,37,3,102,83,15.95,1.29,43.97,35.78,3.02
13001,27,27,3,52,50,19.71,2.19,37.96,36.5,3.65
13001,28,43,0,76,119,17.13,0.0,30.28,47.41,5.18
13001,29,69,5,114,111,22.92,1.66,37.87,36.88,0.66
13001,3,14,2,47,109,8.09,1.16,27.17,63.01,0.58
13001,30,38,7,116,122,13.38,2.46,40.85,42.96,0.35
13001,31,41,3,75,115,17.37,1.27,31.78,48.73,0.85
13001,32,29,3,99,83,13.55,1.4,46.26,38.79,0.0
13001,33,43,2,68,73,22.51,1.05,35.6,38.22,2.62
13001,34,50,9,130,61,20.0,3.6,52.0,24.4,0.0
13001,35,37,3,94,65,18.59,1.51,47.24,32.66,0.0
13001,36,23,5,41,72,16.2,3.52,28.87,50.7,0.7
13001,37,35,4,77,79,17.95,2.05,39.49,40.51,0.0
13001,38,17,0,44,67,13.28,0.0,34.38,52.34,0.0
13001,39,20,2,67,71,12.35,1.23,41.36,43.83,1.23
13001,4,46,7,48,108,22.01,3.35,22.97,51.67,0.0
13001,40,24,2,77,74,13.33,1.11,42.78,41.11,1.67
13001,41,14,0,65,81,8.75,0.0,40.62,50.62,0.0
13001,42,11,0,59,63,8.21,0.0,44.03,47.01,0.75
13001,43,29,1,80,72,15.85,0.55,43.72,39.34,0.55
13001,44,17,2,45,70,12.59,1.48,33.33,51.85,0.74
13001,45,9,3,38,57,8.41,2.8,35.51,53.27,0.0
13001,46,20,2,50,70,13.89,1.39,34.72,48.61,1.39
13001,47,11,1,62,59,8.21,0.75,46.27,44.03,0.75
13001,48,14,1,50,72,10.22,0.73,36.5,52.55,0.0
13001,49,15,0,20,59,15.96,0.0,21.28,62.77,0.0
13001,5,35,4,61,148,13.89,1.59,24.21,58.73,1.59
13001,50,18,1,27,43,20.22,1.12,30.34,48.31,0.0
13001,500,10,0,12,11,28.57,0.0,34.29,31.43,5.71
13001,501,16,1,55,46,13.33,0.83,45.83,38.33,1.67
13001,502,20,1,80,43,13.61,0.68,54.42,29.25,2.04
13001,503,24,3,37,46,20.51,2.56,31.62,39.32,5.98
13001,504,13,2,22,8,26.53,4.08,44.9,16.33,8.16
13001,505,6,0,9,31,11.76,0.0,17.65,60.78,9.8
13001,506,17,1,65,28,14.66,0.86,56.03,24.14,4.31
13001,507,12,1,33,25,16.22,1.35,44.59,33.78,4.05
13001,508,9,0,29,22,14.06,0.0,45.31,34.38,6.25
13001,51,18,5,62,69,11.54,3.21,39.74,44.23,1.28
13001,52,27,2,108,58,13.85,1.03,55.38,29.74,0.0
13001,53,15,2,55,55,11.81,1.57,43.31,43.31,0.0
13001,54,14,2,54,73,9.79,1.4,37.76,51.05,0.0
13001,55,13,0,53,80,8.84,0.0,36.05,54.42,0.68
13001,56,21,1,99,102,9.33,0.44,44.0,45.33,0.89
13001,57,14,1,51,45,12.5,0.89,45.54,40.18,0.89
13001,58,20,2,27,46,20.83,2.08,28.12,47.92,1.04
13001,59,13,0,56,39,11.93,0.0,51.38,35.78,0.92
13001,6,26,4,53,76,15.85,2.44,32.32,46.34,3.05
13001,60,12,0,66,92,7.02,0.0,38.6,53.8,0.58
13001,600,49,3,144,105,16.23,0.99,47.68,34.77,0.33
13001,601,68,3,190,161,16.0,0.71,44.71,37.88,0.71
13001,602,73,14,304,219,11.91,2.28,49.59,35.73,0.49
13001,603,118,6,318,280,16.23,0.83,43.74,38.51,0.69
13001,604,36,3,69,117,15.86,1.32,30.4,51.54,0.88
13001,605,15,0,25,84,12.0,0.0,20.0,67.2,0.8
13001,606,12,0,67,124,5.41,0.0,30.18,55.86,8.56
13001,607,78,8,131,306,14.74,1.51,24.76,57.84,1.13
13001,608,86,12,307,352,11.24,1.57,40.13,46.01,1.05
13001,609,191,7,178,204,32.48,1.19,30.27,34.69,1.36
13001,61,24,5,51,96,13.64,2.84,28.98,54.55,0.0
13001,610,189,7,173,275,29.12,1.08,26.66,42.37,0.77
13001,611,44,1,66,108,20.09,0.46,30.14,49.32,0.0
13001,612,90,4,122,166,23.26,1.03,31.52,42.89,1.29
13001,613,38,1,51,78,22.62,0.6,30.36,46.43,0.0
13001,62,19,4,81,81,10.22,2.15,43.55,43.55,0.54
13001,63,30,1,54,140,13.27,0.44,23.89,61.95,0.44
13001,64,14,3,76,110,6.8,1.46,36.89,53.4,1.46
13001,65,27,0,71,118,12.5,0.0,32.87,54.63,0.0
13001,66,37,1,41,96,21.02,0.57,23.3,54.55,0.57
13001,67,16,0,34,77,12.5,0.0,26.56,60.16,0.78
13001,68,15,2,24,57,15.15,2.02,24.24,57.58,1.01
13001,69,11,3,17,46,14.29,3.9,22.08,59.74,0.0
13001,7,46,0,66,110,20.26,0.0,29.07,48.46,2.2
13001,70,22,4,47,64,15.94,2.9,34.06,46.38,0.72
13001,71,30,7,65,70,17.24,4.02,37.36,40.23,1.15
13001,72,50,4,150,179,12.85,1.03,38.56,46.02,1.54
13001,73,26,5,27,83,18.44,3.55,19.15,58.87,0.0
13001,74,55,8,123,224,13.35,1.94,29.85,54.37,0.49
13001,75,29,4,78,143,11.28,1.56,30.35,55.64,1.17
13001,76,41,5,92,141,14.49,1.77,32.51,49.82,1.41
13001,77,20,2,45,79,13.7,1.37,30.82,54.11,0.0
13001,78,13,1,46,89,8.67,0.67,30.67,59.33,0.67
13001,79,29,0,53,125,13.88,0.0,25.36,59.81,0.96
13001,8,31,4,76,102,14.49,1.87,35.51,47.66,0.47
13001,80,15,0,24,148,7.98,0.0,12.77,78.72,0.53
13001,81,26,2,35,187,10.4,0.8,14.0,74.8,0.0
13001,82,15,2,28,200,6.12,0.82,11.43,81.63,0.0
13001,83,51,3,60,159,18.48,1.09,21.74,57.61,1.09
13001,84,27,4,37,60,19.85,2.94,27.21,44.12,5.88
13001,85,7,1,5,30,14.58,2.08,10.42,62.5,10.42
13001,86,26,1,47,170,9.77,0.38,17.67,63.91,8.27
13001,87,26,4,66,141,10.28,1.58,26.09,55.73,6.32
13001,88,21,0,39,131,10.4,0.0,19.31,64.85,5.45
13001,89,23,3,65,189,7.93,1.03,22.41,65.17,3.45
13001,9,24,5,87,91,11.32,2.36,41.04,42.92,2.36
13001,90,19,2,43,110,10.73,1.13,24.29,62.15,1.69
13001,91,11,3,19,123,6.88,1.88,11.88,76.88,2.5
13001,92,16,1,62,128,7.48,0.47,28.97,59.81,3.27
13001,93,39,3,97,139,13.64,1.05,33.92,48.6,2.8
13001,94,27,2,55,149,11.3,0.84,23.01,62.34,2.51
13001,95,29,1,41,165,12.18,0.42,17.23,69.33,0.84
13001,96,37,8,68,112,16.44,3.56,30.22,49.78,0.0
13001,97,40,6,92,125,14.76,2.21,33.95,46.13,2.95
13001,98,18,7,80,84,9.47,3.68,42.11,44.21,0.53
13001,99,11,3,83,90,5.88,1.6,44.39,48.13,0.0
13001,S/R 1,57,4,36,32,43.51,3.05,27.48,24.43,1.53
13001,S/R 2,284,47,1374,1141,9.92,1.64,47.99,39.85,0.59
13002,1,86,7,119,72,29.25,2.38,40.48,24.49,3.4
13002,10,68,4,134,46,26.36,1.55,51.94,17.83,2.33
13002,100,29,4,68,18,23.97,3.31,56.2,14.88,1.65
13002,101,66,8,175,66,20.69,2.51,54.86,20.69,1.25
13002,102,63,1,61,26,41.72,0.66,40.4,17.22,0.0
13002,103,72,12,142,46,26.18,4.36,51.64,16.73,1.09
13002,104,32,4,75,25,23.53,2.94,55.15,18.38,0.0
13002,105,59,6,162,49,21.0,2.14,57.65,17.44,1.78
13002,106,43,5,87,34,25.29,2.94,51.18,20.0,0.59
13002,107,59,8,141,30,24.48,3.32,58.51,12.45,1.24
13002,108,88,8,156,56,28.48,2.59,50.49,18.12,0.32
13002,109,119,15,275,89,23.75,2.99,54.89,17.76,0.6
13002,11,94,10,167,71,27.25,2.9,48.41,20.58,0.87
13002,110,38,1,83,29,25.17,0.66,54.97,19.21,0.0
13002,111,61,3,158,73,20.4,1.0,52.84,24.41,1.34
13002,112,102,15,291,57,21.79,3.21,62.18,12.18,0.64
13002,113,82,14,263,88,18.22,3.11,58.44,19.56,0.67
13002,114,23,2,86,20,17.42,1.52,65.15,15.15,0.76
13002,115,56,6,137,38,23.24,2.49,56.85,15.77,1.66
13002,116,62,14,77,44,30.69,6.93,38.12,21.78,2.48
13002,117,71,8,79,74,29.83,3.36,33.19,31.09,2.52
13002,118,69,12,141,38,26.24,4.56,53.61,14.45,1.14
13002,119,108,8,146,63,33.13,2.45,44.79,19.33,0.31
13002,12,61,9,182,73,18.6,2.74,55.49,22.26,0.91
13002,120,103,9,183,34,31.31,2.74,55.62,10.33,0.0
13002,121,59,5,102,30,30.1,2.55,52.04,15.31,0.0
13002,122,79,3,131,26,33.05,1.26,54.81,10.88,0.0
13002,123,49,2,96,33,26.78,1.09,52.46,18.03,1.64
13002,124,65,9,143,39,25.0,3.46,55.0,15.0,1.54
13002,125,108,6,134,46,36.49,2.03,45.27,15.54,0.68
13002,126,85,11,181,32,27.51,3.56,58.58,10.36,-0.0
13002,127,67,6,131,33,28.03,2.51,54.81,13.81,0.84
13002,128,82,14,175,49,25.47,4.35,54.35,15.22,0.62
13002,129,83,7,100,45,35.02,2.95,42.19,18.99,0.84
13002,13,82,3,98,66,32.8,1.2,39.2,26.4,0.4
13002,130,25,2,35,21,29.76,2.38,41.67,25.0,1.19
13002,131,64,5,92,33,32.65,2.55,46.94,16.84,1.02
13002,132,61,1,59,43,36.53,0.6,35.33,25.75,1.8
13002,133,51,7,49,26,37.5,5.15,36.03,19.12,2.21
13002,134,0,0,0,0,,,,,
13002,135,35,4,31,33,33.98,3.88,30.1,32.04,0.0
13002,136,90,6,74,57,39.65,2.64,32.6,25.11,0.0
13002,137,102,11,122,68,33.44,3.61,40.0,22.3,0.66
13002,138,52,9,65,38,31.71,5.49,39.63,23.17,0.0
13002,139,73,11,100,71,28.52,4.3,39.06,27.73,0.39
13002,14,67,8,111,33,30.45,3.64,50.45,15.0,0.45
13002,140,42,4,82,52,23.08,2.2,45.05,28.57,1.1
13002,141,59,21,134,117,17.77,6.33,40.36,35.24,0.3
13002,142,65,6,71,51,33.51,3.09,36.6,26.29,0.52
13002,143,42,11,72,58,22.83,5.98,39.13,31.52,0.54
13002,144,70,23,140,147,18.42,6.05,36.84,38.68,0.0
13002,145,62,21,161,120,16.99,5.75,44.11,32.88,0.27
13002,146,51,12,59,64,27.42,6.45,31.72,34.41,0.0
13002,147,70,17,87,61,29.54,7.17,36.71,25.74,0.84
13002,148,49,15,66,52,26.92,8.24,36.26,28.57,0.0
13002,149,86,4,59,62,40.76,1.9,27.96,29.38,0.0
13002,15,60,4,152,45,22.64,1.51,57.36,16.98,1.51
13002,150,127,10,78,79,42.19,3.32,25.91,26.25,2.33
13002,151,49,2,63,55,28.32,1.16,36.42,31.79,2.31
13002,152,95,7,109,76,32.87,2.42,37.72,26.3,0.69
13002,16,71,7,146,38,26.89,2.65,55.3,14.39,0.76
13002,17,48,1,87,22,30.19,0.63,54.72,13.84,0.63
13002,18,94,5,111,50,35.88,1.91,42.37,19.08,0.76
13002,19,73,5,308,31,17.51,1.2,73.86,7.43,0.0
13002,2,94,12,128,35,34.69,4.43,47.23,12.92,0.74
13002,20,110,11,120,32,39.71,3.97,43.32,11.55,1.44
13002,21,0,0,0,0,,,,,
13002,22,44,7,75,24,28.95,4.61,49.34,15.79,1.32
13002,23,99,4,110,60,35.36,1.43,39.29,21.43,2.5
13002,24,88,3,86,32,41.12,1.4,40.19,14.95,2.34
13002,25,41,3,89,16,27.15,1.99,58.94,10.6,1.32
13002,26,115,11,169,62,31.94,3.06,46.94,17.22,0.83
13002,27,106,5,105,24,43.8,2.07,43.39,9.92,0.83
13002,28,160,11,144,44,44.2,3.04,39.78,12.15,0.83
13002,29,47,3,59,7,40.17,2.56,50.43,5.98,0.85
13002,3,88,11,129,36,32.96,4.12,48.31,13.48,1.12
13002,30,53,1,49,10,46.49,0.88,42.98,8.77,0.88
13002,31,92,1,48,5,62.16,0.68,32.43,3.38,1.35
13002,32,125,7,92,9,53.42,2.99,39.32,3.85,0.43
13002,33,51,1,60,10,41.13,0.81,48.39,8.06,1.61
13002,34,45,2,67,26,32.14,1.43,47.86,18.57,0.0
13002,35,93,4,96,19,43.66,1.88,45.07,8.92,0.47
13002,36,132,10,107,35,46.32,3.51,37.54,12.28,0.35
13002,37,130,2,158,46,38.46,0.59,46.75,13.61,0.59
13002,38,95,0,49,21,57.58,0.0,29.7,12.73,0.0
13002,39,79,4,72,34,41.15,2.08,37.5,17.71,1.56
13002,4,130,9,136,70,37.25,2.58,38.97,20.06,1.15
13002,40,104,6,123,39,38.1,2.2,45.05,14.29,0.37
13002,41,162,8,114,42,49.39,2.44,34.76,12.8,0.61
13002,42,117,3,98,40,45.0,1.15,37.69,15.38,0.77
13002,43,197,7,137,40,51.3,1.82,35.68,10.42,0.78
13002,44,148,4,80,16,59.44,1.61,32.13,6.43,0.4
13002,45,140,9,136,53,40.94,2.63,39.77,15.5,1.17
13002,46,83,7,81,23,42.78,3.61,41.75,11.86,0.0
13002,47,58,3,91,17,33.72,1.74,52.91,9.88,1.74
13002,48,94,2,132,28,36.29,0.77,50.97,10.81,1.16
13002,49,120,8,173,52,33.8,2.25,48.73,14.65,0.56
13002,5,40,5,83,33,24.54,3.07,50.92,20.25,1.23
13002,50,259,7,155,49,54.76,1.48,32.77,10.36,0.63
13002,500,37,7,82,9,26.81,5.07,59.42,6.52,2.17
13002,501,35,3,37,4,42.68,3.66,45.12,4.88,3.66
13002,502,41,4,44,7,41.84,4.08,44.9,7.14,2.04
13002,503,22,2,80,3,20.18,1.83,73.39,2.75,1.83
13002,504,35,5,50,6,36.46,5.21,52.08,6.25,0.0
13002,505,28,2,75,6,25.23,1.8,67.57,5.41,0.0
13002,506,60,1,31,5,61.22,1.02,31.63,5.1,1.02
13002,51,129,0,78,37,52.44,0.0,31.71,15.04,0.81
13002,52,146,2,78,15,59.84,0.82,31.97,6.15,1.23
13002,53,126,6,132,47,40.26,1.92,42.17,15.02,0.64
13002,54,56,9,190,41,18.92,3.04,64.19,13.85,0.0
13002,55,81,3,274,70,18.84,0.7,63.72,16.28,0.47
13002,56,133,9,194,46,34.64,2.34,50.52,11.98,0.52
13002,57,63,6,119,28,29.03,2.76,54.84,12.9,0.46
13002,58,125,17,145,63,35.51,4.83,41.19,17.9,0.57
13002,59,69,9,53,28,43.4,5.66,33.33,17.61,0.0
13002,6,88,5,127,58,31.32,1.78,45.2,20.64,1.07
13002,60,118,16,99,81,37.46,5.08,31.43,25.71,0.32
13002,600,156,14,218,54,35.21,3.16,49.21,12.19,0.23
13002,601,124,15,244,58,27.93,3.38,54.95,13.06,0.68
13002,602,407,12,395,64,46.2,1.36,44.84,7.26,0.34
13002,603,83,3,68,26,45.86,1.66,37.57,14.36,0.55
13002,604,206,4,279,42,38.5,0.75,52.15,7.85,0.75
13002,605,204,12,151,52,48.23,2.84,35.7,12.29,0.95
13002,606,223,25,676,96,21.71,2.43,65.82,9.35,0.68
13002,607,69,6,164,34,25.09,2.18,59.64,12.36,0.73
13002,608,167,14,540,66,21.11,1.77,68.27,8.34,0.51
13002,609,73,3,167,31,26.55,1.09,60.73,11.27,0.36
13002,61,54,2,46,49,35.29,1.31,30.07,32.03,1.31
13002,610,219,13,301,118,33.54,1.99,46.09,18.07,0.31
13002,611,142,6,266,38,31.21,1.32,58.46,8.35,0.66
13002,612,67,6,71,39,36.22,3.24,38.38,21.08,1.08
13002,62,112,14,94,54,40.58,5.07,34.06,19.57,0.72
13002,63,78,7,108,87,27.37,2.46,37.89,30.53,1.75
13002,64,112,10,117,87,34.25,3.06,35.78,26.61,0.31
13002,65,122,9,119,86,35.99,2.65,35.1,25.37,0.88
13002,66,84,2,94,85,31.7,0.75,35.47,32.08,0.0
13002,67,103,13,83,69,37.73,4.76,30.4,25.27,1.83
13002,68,52,2,26,35,45.22,1.74,22.61,30.43,0.0
13002,69,219,20,114,118,46.2,4.22,24.05,24.89,0.63
13002,7,71,4,99,37,33.18,1.87,46.26,17.29,1.4
13002,70,162,6,64,69,53.82,1.99,21.26,22.92,0.0
13002,71,91,7,58,46,44.61,3.43,28.43,22.55,0.98
13002,72,124,7,56,49,52.32,2.95,23.63,20.68,0.42
13002,73,115,12,83,49,44.06,4.6,31.8,18.77,0.77
13002,74,46,6,11,22,52.27,6.82,12.5,25.0,3.41
13002,75,0,0,0,0,,,,,
13002,76,62,5,129,33,26.96,2.17,56.09,14.35,0.43
13002,77,59,8,151,33,23.23,3.15,59.45,12.99,1.18
13002,78,50,3,123,38,23.36,1.4,57.48,17.76,0.0
13002,79,56,7,136,34,23.83,2.98,57.87,14.47,0.85
13002,8,106,11,158,88,28.73,2.98,42.82,23.85,1.63
13002,80,98,22,248,59,22.79,5.12,57.67,13.72,0.7
13002,81,70,6,161,34,25.45,2.18,58.55,12.36,1.45
13002,82,14,6,58,15,14.89,6.38,61.7,15.96,1.06
13002,83,50,10,104,38,24.63,4.93,51.23,18.72,0.49
13002,84,49,7,143,26,21.68,3.1,63.27,11.5,0.44
13002,85,45,8,162,34,17.79,3.16,64.03,13.44,1.58
13002,86,60,13,146,45,22.64,4.91,55.09,16.98,0.38
13002,87,57,4,182,17,21.67,1.52,69.2,6.46,1.14
13002,88,48,6,121,35,22.75,2.84,57.35,16.59,0.47
13002,89,48,5,129,31,22.43,2.34,60.28,14.49,0.47
13002,9,92,5,169,40,29.77,1.62,54.69,12.94,0.97
13002,90,26,1,70,22,21.49,0.83,57.85,18.18,1.65
13002,91,70,11,208,69,19.5,3.06,57.94,19.22,0.28
13002,92,80,10,170,55,25.4,3.17,53.97,17.46,0.0
13002,93,73,4,136,38,28.97,1.59,53.97,15.08,0.4
13002,94,103,18,172,73,28.07,4.9,46.87,19.89,0.27
13002,95,62,6,51,39,38.75,3.75,31.87,24.38,1.25
13002,96,200,31,166,74,42.11,6.53,34.95,15.58,0.84
13002,97,42,7,99,34,23.08,3.85,54.4,18.68,0.0
13002,98,61,7,196,41,19.93,2.29,64.05,13.4,0.33
13002,99,0,0,0,0,,,,,
13002,S/R 1,33,5,49,12,33.0,5.0,49.0,12.0,1.0
13002,S/R 2,283,15,622,96,27.83,1.47,61.16,9.44,0.1
13003,1,163,3,184,91,36.88,0.68,41.63,20.59,0.23
13003,10,72,0,64,31,42.35,0.0,37.65,18.24,1.76
13003,100,85,3,117,53,32.95,1.16,45.35,20.54,0.0
13003,101,162,7,194,77,36.73,1.59,43.99,17.46,0.23
13003,102,92,6,144,54,31.08,2.03,48.65,18.24,0.0
13003,103,102,2,162,60,31.1,0.61,49.39,18.29,0.61
13003,104,93,3,85,49,40.43,1.3,36.96,21.3,0.0
13003,105,145,6,195,76,34.36,1.42,46.21,18.01,0.0
13003,106,96,7,104,44,38.25,2.79,41.43,17.53,0.0
13003,107,88,4,112,69,32.12,1.46,40.88,25.18,0.36
13003,108,188,11,125,113,42.92,2.51,28.54,25.8,0.23
13003,108-1,280,14,248,143,40.88,2.04,36.2,20.88,0.0
13003,109,49,2,55,38,33.33,1.36,37.41,25.85,2.04
13003,11,76,1,72,35,41.3,0.54,39.13,19.02,0.0
13003,110,67,1,27,29,53.6,0.8,21.6,23.2,0.8
13003,111,50,3,55,29,35.97,2.16,39.57,20.86,1.44
13003,112,60,0,71,38,34.88,0.0,41.28,22.09,1.74
13003,113,57,1,47,29,41.91,0.74,34.56,21.32,1.47
13003,114,42,0,48,23,37.17,0.0,42.48,20.35,0.0
13003,115,59,3,24,26,52.21,2.65,21.24,23.01,0.88
13003,116,48,3,43,24,40.0,2.5,35.83,20.0,1.67
13003,117,60,1,57,46,36.36,0.61,34.55,27.88,0.61
13003,118,63,4,57,34,39.13,2.48,35.4,21.12,1.86
13003,119,45,2,47,31,35.43,1.57,37.01,24.41,1.57
13003,12,72,1,76,41,37.89,0.53,40.0,21.58,0.0
13003,120,54,7,70,57,28.72,3.72,37.23,30.32,0.0
13003,121,53,1,66,41,32.92,0.62,40.99,25.47,0.0
13003,122,22,1,47,34,21.15,0.96,45.19,32.69,0.0
13003,123,55,3,55,35,36.91,2.01,36.91,23.49,0.67
