District,Polling Station Number,Conservative,Green Party,Liberal,NDP-New Democratic Party,Conservative (%),Green Party (%),Liberal (%),NDP-New Democratic Party (%),Other (%)
13003.0,32,142,30,101,61,42.51,8.98,30.24,18.26,0.0
13003.0,33,88,17,62,52,40.18,7.76,28.31,23.74,0.0
13003.0,34,160,29,131,69,41.13,7.46,33.68,17.74,0.0
13003.0,35,114,18,80,32,46.72,7.38,32.79,13.11,0.0
13003.0,36,99,14,50,38,49.01,6.93,24.75,18.81,0.5
13003.0,37,61,12,53,39,36.97,7.27,32.12,23.64,0.0
13003.0,38,69,26,51,49,35.03,13.2,25.89,24.87,1.02
13003.0,39,55,15,25,21,47.41,12.93,21.55,18.1,0.0
13003.0,4,99,12,40,14,59.64,7.23,24.1,8.43,0.6
13003.0,40,138,23,75,32,51.3,8.55,27.88,11.9,0.37
13003.0,41,57,36,72,46,26.39,16.67,33.33,21.3,2.31
13003.0,42,83,31,88,43,33.74,12.6,35.77,17.48,0.41
13003.0,43,83,19,57,44,40.89,9.36,28.08,21.67,0.0
13003.0,44,95,25,42,35,47.03,12.38,20.79,17.33,2.48
13003.0,45,100,27,73,42,41.15,11.11,30.04,17.28,0.41
13003.0,46,81,9,42,30,50.0,5.56,25.93,18.52,0.0
13003.0,47,73,24,68,29,37.63,12.37,35.05,14.95,0.0
13003.0,48,89,25,70,33,41.01,11.52,32.26,15.21,0.0
13003.0,49,134,33,82,69,41.74,10.28,25.55,21.5,0.93
13003.0,5,55,15,36,22,42.97,11.72,28.12,17.19,0.0
13003.0,50,56,14,75,14,35.22,8.81,47.17,8.81,0.0
13003.0,500,18,8,23,4,33.33,14.81,42.59,7.41,1.85
13003.0,501,24,3,20,1,48.98,6.12,40.82,2.04,2.04
13003.0,502,16,3,15,5,41.03,7.69,38.46,12.82,0.0
13003.0,503,52,10,35,6,49.52,9.52,33.33,5.71,1.9
13003.0,504,38,1,29,10,48.1,1.27,36.71,12.66,1.27
13003.0,505,25,6,20,21,34.25,8.22,27.4,28.77,1.37
13003.0,506,48,3,25,2,60.76,3.8,31.65,2.53,1.27
13003.0,51,103,31,117,35,35.89,10.8,40.77,12.2,0.35
13003.0,52,128,19,123,38,41.42,6.15,39.81,12.3,0.32
13003.0,53,62,21,110,25,28.44,9.63,50.46,11.47,0.0
13003.0,54,89,20,48,58,41.2,9.26,22.22,26.85,0.46
13003.0,55,83,28,125,31,30.97,10.45,46.64,11.57,0.37
13003.0,56,108,43,161,17,32.83,13.07,48.94,5.17,0.0
13003.0,57,46,31,60,34,26.74,18.02,34.88,19.77,0.58
13003.0,58,19,20,46,24,17.43,18.35,42.2,22.02,0.0
13003.0,58-1,41,35,76,39,21.47,18.32,39.79,20.42,0.0
13003.0,59,21,21,75,39,13.38,13.38,47.77,24.84,0.64
13003.0,6,163,28,95,37,50.31,8.64,29.32,11.42,0.31
13003.0,60,32,39,75,34,17.58,21.43,41.21,18.68,1.1
13003.0,600,488,55,285,76,53.98,6.08,31.53,8.41,0.0
13003.0,601,250,44,147,54,50.4,8.87,29.64,10.89,0.2
13003.0,602,208,80,285,58,32.86,12.64,45.02,9.16,0.32
13003.0,603,208,32,167,35,47.06,7.24,37.78,7.92,0.0
13003.0,604,188,36,134,34,47.84,9.16,34.1,8.65,0.25
13003.0,605,351,80,243,63,47.63,10.85,32.97,8.55,0.0
13003.0,606,198,10,71,61,58.06,2.93,20.82,17.89,0.29
13003.0,607,210,24,107,23,57.69,6.59,29.4,6.32,0.0
13003.0,608,313,40,158,48,55.6,7.1,28.06,8.53,0.71
13003.0,609,223,42,100,44,54.39,10.24,24.39,10.73,0.24
13003.0,61,49,42,133,36,18.7,16.03,50.76,13.74,0.76
13003.0,610,245,118,136,76,42.46,20.45,23.57,13.17,0.35
13003.0,62,53,28,121,15,24.42,12.9,55.76,6.91,0.0
13003.0,63,23,29,74,40,13.86,17.47,44.58,24.1,0.0
13003.0,64,55,34,135,56,19.64,12.14,48.21,20.0,0.0
13003.0,65,58,42,111,39,22.83,16.54,43.7,15.35,1.57
13003.0,66,60,44,103,60,22.39,16.42,38.43,22.39,0.37
13003.0,67,55,25,96,13,29.1,13.23,50.79,6.88,0.0
13003.0,68,40,24,67,38,23.53,14.12,39.41,22.35,0.59
13003.0,69,60,27,86,25,30.3,13.64,43.43,12.63,0.0
13003.0,7,202,35,120,75,46.65,8.08,27.71,17.32,0.23
13003.0,7-1,134,21,120,42,42.14,6.6,37.74,13.21,0.31
13003.0,70,44,24,61,29,27.85,15.19,38.61,18.35,0.0
13003.0,71,24,7,36,26,25.53,7.45,38.3,27.66,1.06
13003.0,71-1,54,27,72,37,28.27,14.14,37.7,19.37,0.52
13003.0,72,84,49,131,81,24.35,14.2,37.97,23.48,0.0
13003.0,73,52,67,99,101,16.2,20.87,30.84,31.46,0.62
13003.0,74,55,28,78,28,29.1,14.81,41.27,14.81,0.0
13003.0,75,41,14,69,25,27.52,9.4,46.31,16.78,0.0
13003.0,76,55,17,96,10,30.9,9.55,53.93,5.62,0.0
13003.0,77,72,25,116,28,29.63,10.29,47.74,11.52,0.82
13003.0,78,72,14,60,21,42.86,8.33,35.71,12.5,0.6
13003.0,79,34,3,32,39,31.48,2.78,29.63,36.11,0.0
13003.0,8,77,26,76,22,38.12,12.87,37.62,10.89,0.5
13003.0,80,15,11,22,12,25.0,18.33,36.67,20.0,0.0
13003.0,81,34,14,60,30,24.46,10.07,43.17,21.58,0.72
13003.0,82,53,22,67,45,28.34,11.76,35.83,24.06,0.0
13003.0,83,114,26,151,22,36.42,8.31,48.24,7.03,0.0
13003.0,84,59,21,65,38,32.07,11.41,35.33,20.65,0.54
13003.0,85,58,15,67,17,36.94,9.55,42.68,10.83,0.0
13003.0,86,66,24,85,28,31.88,11.59,41.06,13.53,1.93
13003.0,87,40,20,51,36,27.21,13.61,34.69,24.49,0.0
13003.0,88,28,11,33,21,30.11,11.83,35.48,22.58,0.0
13003.0,89,40,25,64,49,22.35,13.97,35.75,27.37,0.56
13003.0,9,97,18,76,30,43.69,8.11,34.23,13.51,0.45
13003.0,90,78,33,116,27,30.59,12.94,45.49,10.59,0.39
13003.0,91,82,31,121,22,31.66,11.97,46.72,8.49,1.16
13003.0,92,62,29,105,30,27.31,12.78,46.26,13.22,0.44
13003.0,93,57,16,74,26,32.76,9.2,42.53,14.94,0.57
13003.0,94,60,28,61,45,30.46,14.21,30.96,22.84,1.52
13003.0,95,97,36,146,49,29.57,10.98,44.51,14.94,0.0
13003.0,96,131,48,120,57,36.8,13.48,33.71,16.01,0.0
13003.0,97,109,22,85,55,39.93,8.06,31.14,20.15,0.73
13003.0,98,43,17,24,27,38.74,15.32,21.62,24.32,0.0
13003.0,99,82,30,76,49,34.6,12.66,32.07,20.68,0.0
13003.0,S/R 1,336,25,78,37,70.29,5.23,16.32,7.74,0.42
13003.0,S/R 2,469,101,412,110,42.79,9.22,37.59,10.04,0.36
13004.0,1,101,19,33,46,50.75,9.55,16.58,23.12,0.0
13004.0,10,80,24,24,51,44.69,13.41,13.41,28.49,0.0
13004.0,100,124,18,48,55,50.61,7.35,19.59,22.45,0.0
13004.0,101,47,6,24,38,40.87,5.22,20.87,33.04,0.0
13004.0,102,57,17,33,47,37.01,11.04,21.43,30.52,0.0
13004.0,103,140,22,47,72,49.82,7.83,16.73,25.62,0.0
13004.0,104,114,13,46,78,45.42,5.18,18.33,31.08,0.0
13004.0,105,97,16,36,63,45.75,7.55,16.98,29.72,0.0
13004.0,106,79,14,30,52,45.14,8.0,17.14,29.71,0.0
13004.0,107,124,18,61,93,41.89,6.08,20.61,31.42,0.0
13004.0,108,78,16,27,38,49.06,10.06,16.98,23.9,0.0
13004.0,109,121,26,42,56,49.39,10.61,17.14,22.86,0.0
13004.0,11,81,8,25,41,52.26,5.16,16.13,26.45,0.0
13004.0,110,59,8,19,47,44.36,6.02,14.29,35.34,0.0
13004.0,111,87,12,29,59,46.52,6.42,15.51,31.55,0.0
13004.0,112,142,23,56,98,44.51,7.21,17.55,30.72,0.0
13004.0,113,100,7,28,71,48.54,3.4,13.59,34.47,0.0
13004.0,114,168,25,47,106,48.55,7.23,13.58,30.64,0.0
13004.0,115,109,11,35,57,51.42,5.19,16.51,26.89,0.0
13004.0,116,79,13,41,65,39.9,6.57,20.71,32.83,0.0
13004.0,117,146,25,59,114,42.44,7.27,17.15,33.14,0.0
13004.0,118,91,10,39,80,41.36,4.55,17.73,36.36,0.0
13004.0,119,104,20,40,49,48.83,9.39,18.78,23.0,0.0
13004.0,12,87,15,31,33,52.41,9.04,18.67,19.88,0.0
13004.0,120,110,10,41,49,52.38,4.76,19.52,23.33,0.0
13004.0,121,98,15,44,38,50.26,7.69,22.56,19.49,0.0
13004.0,121-1,72,18,32,33,46.45,11.61,20.65,21.29,0.0
13004.0,122,133,27,57,69,46.5,9.44,19.93,24.13,0.0
13004.0,123,84,4,44,44,47.73,2.27,25.0,25.0,0.0
13004.0,124,70,7,21,29,55.12,5.51,16.54,22.83,0.0
13004.0,125,57,10,21,54,40.14,7.04,14.79,38.03,0.0
13004.0,126,0,0,0,0,,,,,
13004.0,127,56,3,20,24,54.37,2.91,19.42,23.3,0.0
13004.0,128,99,8,50,32,52.38,4.23,26.46,16.93,0.0
13004.0,128-1,98,7,32,38,56.0,4.0,18.29,21.71,0.0
13004.0,129,82,7,31,28,55.41,4.73,20.95,18.92,0.0
13004.0,129-1,110,7,40,63,50.0,3.18,18.18,28.64,0.0
13004.0,13,93,18,16,62,49.21,9.52,8.47,32.8,0.0
13004.0,130,96,14,37,51,48.48,7.07,18.69,25.76,0.0
13004.0,131,72,13,26,44,46.45,8.39,16.77,28.39,0.0
13004.0,132,89,8,33,20,59.33,5.33,22.0,13.33,0.0
13004.0,132-1,75,12,30,26,52.45,8.39,20.98,18.18,0.0
13004.0,133,172,16,68,57,54.95,5.11,21.73,18.21,0.0
13004.0,134,102,18,57,49,45.13,7.96,25.22,21.68,0.0
13004.0,135,140,19,70,45,51.09,6.93,25.55,16.42,0.0
13004.0,135-1,114,8,76,38,48.31,3.39,32.2,16.1,0.0
13004.0,136,106,18,53,51,46.49,7.89,23.25,22.37,0.0
13004.0,137,89,14,57,65,39.56,6.22,25.33,28.89,0.0
13004.0,138,129,14,64,52,49.81,5.41,24.71,20.08,0.0
13004.0,139,115,18,49,43,51.11,8.0,21.78,19.11,0.0
13004.0,14,162,26,40,65,55.29,8.87,13.65,22.18,0.0
13004.0,15,151,11,20,41,67.71,4.93,8.97,18.39,0.0
13004.0,16,86,16,16,57,49.14,9.14,9.14,32.57,0.0
13004.0,17,27,5,5,27,42.19,7.81,7.81,42.19,0.0
13004.0,18,119,15,43,49,52.65,6.64,19.03,21.68,0.0
13004.0,19,100,14,36,41,52.36,7.33,18.85,21.47,0.0
13004.0,2,105,15,46,57,47.09,6.73,20.63,25.56,0.0
13004.0,20,69,17,12,41,49.64,12.23,8.63,29.5,0.0
13004.0,20-1,63,13,21,47,43.75,9.03,14.58,32.64,0.0
13004.0,21,83,13,17,43,53.21,8.33,10.9,27.56,0.0
13004.0,22,95,19,25,56,48.72,9.74,12.82,28.72,0.0
13004.0,23,84,8,11,32,62.22,5.93,8.15,23.7,0.0
13004.0,24,144,30,31,40,58.78,12.24,12.65,16.33,0.0
13004.0,25,93,8,12,57,54.71,4.71,7.06,33.53,0.0
13004.0,26,109,9,16,48,59.89,4.95,8.79,26.37,0.0
13004.0,27,125,22,17,53,57.6,10.14,7.83,24.42,0.0
13004.0,28,157,26,23,51,61.09,10.12,8.95,19.84,0.0
13004.0,29,117,14,9,49,61.9,7.41,4.76,25.93,0.0
13004.0,3,82,4,8,22,70.69,3.45,6.9,18.97,0.0
13004.0,30,109,11,13,52,58.92,5.95,7.03,28.11,0.0
13004.0,31,111,8,19,50,59.04,4.26,10.11,26.6,0.0
13004.0,32,125,18,34,36,58.69,8.45,15.96,16.9,0.0
13004.0,33,132,23,45,62,50.38,8.78,17.18,23.66,0.0
13004.0,34,102,20,43,60,45.33,8.89,19.11,26.67,0.0
13004.0,35,104,28,34,56,46.85,12.61,15.32,25.23,0.0
13004.0,36,119,16,37,74,48.37,6.5,15.04,30.08,0.0
13004.0,37,97,7,21,46,56.73,4.09,12.28,26.9,0.0
13004.0,38,77,16,27,65,41.62,8.65,14.59,35.14,0.0
13004.0,39,123,32,48,84,42.86,11.15,16.72,29.27,0.0
13004.0,4,72,10,20,26,56.25,7.81,15.62,20.31,0.0
13004.0,4-1,130,14,53,56,51.38,5.53,20.95,22.13,0.0
13004.0,40,167,34,89,72,46.13,9.39,24.59,19.89,0.0
13004.0,41,66,13,31,76,35.48,6.99,16.67,40.86,0.0
13004.0,42,114,22,33,56,50.67,9.78,14.67,24.89,0.0
13004.0,43,136,45,53,96,41.21,13.64,16.06,29.09,0.0
13004.0,44,93,22,22,49,50.0,11.83,11.83,26.34,0.0
13004.0,45,94,25,33,46,47.47,12.63,16.67,23.23,0.0
13004.0,46,142,19,40,59,54.62,7.31,15.38,22.69,0.0
13004.0,47,115,29,29,61,49.15,12.39,12.39,26.07,0.0
13004.0,48,101,17,14,51,55.19,9.29,7.65,27.87,0.0
13004.0,49,97,30,17,52,49.49,15.31,8.67,26.53,0.0
13004.0,5,0,0,0,0,,,,,
13004.0,50,90,14,13,31,60.81,9.46,8.78,20.95,0.0
13004.0,500,22,6,14,10,42.31,11.54,26.92,19.23,0.0
13004.0,501,19,3,10,10,45.24,7.14,23.81,23.81,0.0
13004.0,502,28,7,13,7,50.91,12.73,23.64,12.73,0.0
13004.0,503,36,7,14,12,52.17,10.14,20.29,17.39,0.0
13004.0,51,162,16,24,50,64.29,6.35,9.52,19.84,0.0
13004.0,52,103,15,11,41,60.59,8.82,6.47,24.12,0.0
13004.0,53,126,16,9,55,61.17,7.77,4.37,26.7,0.0
13004.0,54,91,24,26,49,47.89,12.63,13.68,25.79,0.0
13004.0,55,66,5,27,26,53.23,4.03,21.77,20.97,0.0
13004.0,56,75,9,34,33,49.67,5.96,22.52,21.85,0.0
13004.0,57,89,16,45,46,45.41,8.16,22.96,23.47,0.0
13004.0,58,92,24,19,28,56.44,14.72,11.66,17.18,0.0
13004.0,59,74,18,33,46,43.27,10.53,19.3,26.9,0.0
13004.0,6,78,21,16,59,44.83,12.07,9.2,33.91,0.0
13004.0,60,70,11,30,41,46.05,7.24,19.74,26.97,0.0
13004.0,600,26,2,16,8,50.0,3.85,30.77,15.38,0.0
13004.0,601,172,22,48,50,58.9,7.53,16.44,17.12,0.0
13004.0,602,240,18,47,67,64.52,4.84,12.63,18.01,0.0
13004.0,603,176,26,67,51,55.0,8.12,20.94,15.94,0.0
13004.0,604,138,16,44,47,56.33,6.53,17.96,19.18,0.0
13004.0,605,109,8,18,28,66.87,4.91,11.04,17.18,0.0
13004.0,606,58,6,11,15,64.44,6.67,12.22,16.67,0.0
13004.0,607,150,10,74,46,53.57,3.57,26.43,16.43,0.0
13004.0,608,238,14,105,41,59.8,3.52,26.38,10.3,0.0
13004.0,609,75,4,21,12,66.96,3.57,18.75,10.71,0.0
13004.0,61,90,19,37,56,44.55,9.41,18.32,27.72,0.0
13004.0,610,97,9,37,41,52.72,4.89,20.11,22.28,0.0
13004.0,611,71,3,42,11,55.91,2.36,33.07,8.66,0.0
13004.0,612,229,20,86,86,54.39,4.75,20.43,20.43,0.0
13004.0,613,96,10,30,35,56.14,5.85,17.54,20.47,0.0
13004.0,614,340,36,119,78,59.34,6.28,20.77,13.61,0.0
13004.0,615,278,32,122,66,55.82,6.43,24.5,13.25,0.0
13004.0,62,131,14,23,40,62.98,6.73,11.06,19.23,0.0
13004.0,63,118,7,31,26,64.84,3.85,17.03,14.29,0.0
13004.0,64,100,16,28,37,55.25,8.84,15.47,20.44,0.0
13004.0,65,111,9,46,43,53.11,4.31,22.01,20.57,0.0
13004.0,66,102,12,28,39,56.35,6.63,15.47,21.55,0.0
13004.0,67,108,13,24,31,61.36,7.39,13.64,17.61,0.0
13004.0,68,100,18,31,69,45.87,8.26,14.22,31.65,0.0
13004.0,69,61,11,34,30,44.85,8.09,25.0,22.06,0.0
13004.0,7,106,12,33,64,49.3,5.58,15.35,29.77,0.0
13004.0,70,64,15,32,25,47.06,11.03,23.53,18.38,0.0
13004.0,71,55,9,23,33,45.83,7.5,19.17,27.5,0.0
13004.0,72,62,5,17,27,55.86,4.5,15.32,24.32,0.0
13004.0,73,84,13,44,52,43.52,6.74,22.8,26.94,0.0
13004.0,74,121,19,35,75,48.4,7.6,14.0,30.0,0.0
13004.0,75,60,1,13,55,46.51,0.78,10.08,42.64,0.0
13004.0,76,104,13,28,47,54.17,6.77,14.58,24.48,0.0
13004.0,77,59,11,17,41,46.09,8.59,13.28,32.03,0.0
13004.0,78,75,13,27,44,47.17,8.18,16.98,27.67,0.0
13004.0,79,24,12,6,15,42.11,21.05,10.53,26.32,0.0
13004.0,8,143,24,22,60,57.43,9.64,8.84,24.1,0.0
13004.0,80,66,6,33,36,46.81,4.26,23.4,25.53,0.0
13004.0,81,86,11,43,20,53.75,6.88,26.88,12.5,0.0
13004.0,82,103,6,35,20,62.8,3.66,21.34,12.2,0.0
13004.0,83,63,25,29,29,43.15,17.12,19.86,19.86,0.0
13004.0,84,69,4,23,22,58.47,3.39,19.49,18.64,0.0
13004.0,85,68,8,21,20,58.12,6.84,17.95,17.09,0.0
13004.0,86,115,12,56,35,52.75,5.5,25.69,16.06,0.0
13004.0,87,95,5,34,34,56.55,2.98,20.24,20.24,0.0
13004.0,88,75,6,22,25,58.59,4.69,17.19,19.53,0.0
13004.0,89,57,12,25,27,47.11,9.92,20.66,22.31,0.0
13004.0,9,81,17,16,32,55.48,11.64,10.96,21.92,0.0
13004.0,90,59,4,21,18,57.84,3.92,20.59,17.65,0.0
13004.0,91,97,11,55,45,46.63,5.29,26.44,21.63,0.0
13004.0,92,76,11,57,49,39.38,5.7,29.53,25.39,0.0
13004.0,93,128,27,64,51,47.41,10.0,23.7,18.89,0.0
13004.0,94,131,23,34,70,50.78,8.91,13.18,27.13,0.0
13004.0,95,92,18,37,70,42.4,8.29,17.05,32.26,0.0
13004.0,96,169,11,32,78,58.28,3.79,11.03,26.9,0.0
13004.0,97,127,16,21,88,50.4,6.35,8.33,34.92,0.0
13004.0,98,133,9,42,83,49.81,3.37,15.73,31.09,0.0
13004.0,99,103,9,23,50,55.68,4.86,12.43,27.03,0.0
13004.0,S/R 1,91,7,19,22,65.47,5.04,13.67,15.83,0.0
13004.0,S/R 2,262,28,95,74,57.08,6.1,20.7,16.12,0.0
13005.0,1,29,0,40,55,23.39,0.0,32.26,44.35,0.0
13005.0,10,26,2,36,41,24.76,1.9,34.29,39.05,0.0
13005.0,100,56,3,73,20,36.84,1.97,48.03,13.16,0.0
13005.0,101,42,5,98,20,25.45,3.03,59.39,12.12,0.0
13005.0,102,70,6,106,16,35.35,3.03,53.54,8.08,0.0
13005.0,103,73,2,70,21,43.98,1.2,42.17,12.65,0.0
13005.0,104,46,3,53,15,39.32,2.56,45.3,12.82,0.0
13005.0,105,48,5,58,19,36.92,3.85,44.62,14.62,0.0
13005.0,106,53,9,78,13,34.64,5.88,50.98,8.5,0.0
13005.0,107,63,5,87,20,36.0,2.86,49.71,11.43,0.0
13005.0,108,51,5,68,12,37.5,3.68,50.0,8.82,0.0
13005.0,109,69,3,92,25,36.51,1.59,48.68,13.23,0.0
13005.0,11,38,1,78,66,20.77,0.55,42.62,36.07,0.0
13005.0,11-1,14,6,16,43,17.72,7.59,20.25,54.43,0.0
13005.0,110,54,6,71,7,39.13,4.35,51.45,5.07,0.0
13005.0,111,50,2,60,7,42.02,1.68,50.42,5.88,0.0
13005.0,112,50,4,80,12,34.25,2.74,54.79,8.22,0.0
13005.0,113,55,9,87,23,31.61,5.17,50.0,13.22,0.0
13005.0,114,56,4,88,14,34.57,2.47,54.32,8.64,0.0
13005.0,115,68,3,62,13,46.58,2.05,42.47,8.9,0.0
13005.0,116,25,2,24,8,42.37,3.39,40.68,13.56,0.0
13005.0,117,45,4,70,12,34.35,3.05,53.44,9.16,0.0
13005.0,118,33,1,63,24,27.27,0.83,52.07,19.83,0.0
13005.0,119,75,6,112,14,36.23,2.9,54.11,6.76,0.0
13005.0,12,43,7,82,41,24.86,4.05,47.4,23.7,0.0
13005.0,120,68,8,101,30,32.85,3.86,48.79,14.49,0.0
13005.0,121,96,11,129,37,35.16,4.03,47.25,13.55,0.0
13005.0,122,52,8,110,19,27.51,4.23,58.2,10.05,0.0
13005.0,123,87,9,95,19,41.43,4.29,45.24,9.05,0.0
13005.0,124,55,3,42,7,51.4,2.8,39.25,6.54,0.0
13005.0,125,0,0,0,0,,,,,
13005.0,126,73,7,108,29,33.64,3.23,49.77,13.36,0.0
13005.0,127,62,10,123,32,27.31,4.41,54.19,14.1,0.0
13005.0,128,60,8,113,26,28.99,3.86,54.59,12.56,0.0
13005.0,129,35,1,56,15,32.71,0.93,52.34,14.02,0.0
13005.0,13,66,23,79,57,29.33,10.22,35.11,25.33,0.0
13005.0,130,56,3,123,22,27.45,1.47,60.29,10.78,0.0
13005.0,131,93,6,111,23,39.91,2.58,47.64,9.87,0.0
13005.0,132,85,5,84,13,45.45,2.67,44.92,6.95,0.0
13005.0,133,53,8,100,37,26.77,4.04,50.51,18.69,0.0
13005.0,134,36,5,52,28,29.75,4.13,42.98,23.14,0.0
13005.0,135,96,17,55,30,48.48,8.59,27.78,15.15,0.0
13005.0,136,82,12,55,21,48.24,7.06,32.35,12.35,0.0
13005.0,137,53,4,45,16,44.92,3.39,38.14,13.56,0.0
13005.0,138,81,6,70,28,43.78,3.24,37.84,15.14,0.0
13005.0,139,79,7,46,18,52.67,4.67,30.67,12.0,0.0
13005.0,14,45,6,47,37,33.33,4.44,34.81,27.41,0.0
13005.0,140,49,2,35,11,50.52,2.06,36.08,11.34,0.0
13005.0,141,75,7,90,16,39.89,3.72,47.87,8.51,0.0
13005.0,142,77,7,83,25,40.1,3.65,43.23,13.02,0.0
13005.0,143,98,5,74,16,50.78,2.59,38.34,8.29,0.0
13005.0,144,117,4,74,4,58.79,2.01,37.19,2.01,0.0
13005.0,145,0,0,0,0,,,,,
13005.0,146,148,2,71,7,64.91,0.88,31.14,3.07,0.0
13005.0,147,92,3,64,21,51.11,1.67,35.56,11.67,0.0
13005.0,148,96,9,87,13,46.83,4.39,42.44,6.34,0.0
13005.0,149,65,0,40,4,59.63,0.0,36.7,3.67,0.0
13005.0,15,50,14,106,66,21.19,5.93,44.92,27.97,0.0
13005.0,150,64,0,90,8,39.51,0.0,55.56,4.94,0.0
13005.0,150-1,71,1,69,12,46.41,0.65,45.1,7.84,0.0
13005.0,151,133,6,59,12,63.33,2.86,28.1,5.71,0.0
13005.0,152,118,3,77,17,54.88,1.4,35.81,7.91,0.0
13005.0,153,104,6,76,23,49.76,2.87,36.36,11.0,0.0
13005.0,16,27,6,95,51,15.08,3.35,53.07,28.49,0.0
13005.0,17,19,3,90,36,12.84,2.03,60.81,24.32,0.0
13005.0,18,27,8,111,47,13.99,4.15,57.51,24.35,0.0
13005.0,19,34,4,83,60,18.78,2.21,45.86,33.15,0.0
13005.0,2,36,5,41,32,31.58,4.39,35.96,28.07,0.0
13005.0,20,17,3,61,37,14.41,2.54,51.69,31.36,0.0
13005.0,21,54,7,80,54,27.69,3.59,41.03,27.69,0.0
13005.0,22,38,5,87,39,22.49,2.96,51.48,23.08,0.0
13005.0,23,57,10,81,54,28.22,4.95,40.1,26.73,0.0
13005.0,24,28,5,65,47,19.31,3.45,44.83,32.41,0.0
13005.0,25,49,7,73,55,26.63,3.8,39.67,29.89,0.0
13005.0,26,49,8,78,37,28.49,4.65,45.35,21.51,0.0
13005.0,27,36,5,87,43,21.05,2.92,50.88,25.15,0.0
13005.0,28,48,6,85,23,29.63,3.7,52.47,14.2,0.0
13005.0,29,53,7,80,32,30.81,4.07,46.51,18.6,0.0
13005.0,3,40,3,60,48,26.49,1.99,39.74,31.79,0.0
13005.0,30,49,12,74,26,30.43,7.45,45.96,16.15,0.0
13005.0,31,30,3,54,35,24.59,2.46,44.26,28.69,0.0
13005.0,32,43,7,63,22,31.85,5.19,46.67,16.3,0.0
13005.0,33,33,4,55,21,29.2,3.54,48.67,18.58,0.0
13005.0,34,52,7,93,31,28.42,3.83,50.82,16.94,0.0
13005.0,35,56,12,81,36,30.27,6.49,43.78,19.46,0.0
13005.0,36,80,9,109,36,34.19,3.85,46.58,15.38,0.0
13005.0,37,28,8,58,18,25.0,7.14,51.79,16.07,0.0
13005.0,38,28,4,55,31,23.73,3.39,46.61,26.27,0.0
13005.0,39,40,8,56,28,30.3,6.06,42.42,21.21,0.0
13005.0,4,32,5,39,52,25.0,3.91,30.47,40.62,0.0
13005.0,40,28,4,34,20,32.56,4.65,39.53,23.26,0.0
13005.0,41,61,10,119,47,25.74,4.22,50.21,19.83,0.0
13005.0,42,50,13,97,54,23.36,6.07,45.33,25.23,0.0
13005.0,43,103,15,91,54,39.16,5.7,34.6,20.53,0.0
13005.0,44,84,13,107,52,32.81,5.08,41.8,20.31,0.0
13005.0,45,32,9,105,57,15.76,4.43,51.72,28.08,0.0
13005.0,46,33,13,97,45,17.55,6.91,51.6,23.94,0.0
13005.0,47,47,5,130,37,21.46,2.28,59.36,16.89,0.0
13005.0,48,61,8,39,26,45.52,5.97,29.1,19.4,0.0
13005.0,49,59,9,52,24,40.97,6.25,36.11,16.67,0.0
13005.0,5,32,3,41,52,25.0,2.34,32.03,40.62,0.0
13005.0,50,50,8,94,33,27.03,4.32,50.81,17.84,0.0
13005.0,500,23,2,66,5,23.96,2.08,68.75,5.21,0.0
13005.0,501,59,4,71,22,37.82,2.56,45.51,14.1,0.0
13005.0,502,29,6,43,6,34.52,7.14,51.19,7.14,0.0
13005.0,503,29,7,51,5,31.52,7.61,55.43,5.43,0.0
13005.0,504,33,2,40,6,40.74,2.47,49.38,7.41,0.0
13005.0,505,34,2,32,6,45.95,2.7,43.24,8.11,0.0
13005.0,506,57,3,63,5,44.53,2.34,49.22,3.91,0.0
13005.0,507,23,2,64,5,24.47,2.13,68.09,5.32,0.0
13005.0,51,35,2,32,18,40.23,2.3,36.78,20.69,0.0
13005.0,52,50,8,84,55,25.38,4.06,42.64,27.92,0.0
13005.0,53,31,2,78,25,22.79,1.47,57.35,18.38,0.0
13005.0,54,49,13,108,50,22.27,5.91,49.09,22.73,0.0
13005.0,55,36,10,126,33,17.56,4.88,61.46,16.1,0.0
13005.0,56,78,28,324,99,14.74,5.29,61.25,18.71,0.0
13005.0,57,17,6,72,37,12.88,4.55,54.55,28.03,0.0
13005.0,58,42,12,124,53,18.18,5.19,53.68,22.94,0.0
13005.0,59,47,11,106,44,22.6,5.29,50.96,21.15,0.0
13005.0,6,17,2,39,39,17.53,2.06,40.21,40.21,0.0
13005.0,60,54,7,139,70,20.0,2.59,51.48,25.93,0.0
13005.0,600,181,22,295,164,27.34,3.32,44.56,24.77,0.0
13005.0,601,116,17,192,84,28.36,4.16,46.94,20.54,0.0
13005.0,602,272,35,315,112,37.06,4.77,42.92,15.26,0.0
13005.0,603,121,16,151,49,35.91,4.75,44.81,14.54,0.0
13005.0,604,247,17,372,44,36.32,2.5,54.71,6.47,0.0
13005.0,605,146,18,122,29,46.35,5.71,38.73,9.21,0.0
13005.0,606,37,13,146,11,17.87,6.28,70.53,5.31,0.0
13005.0,607,243,14,309,53,39.26,2.26,49.92,8.56,0.0
13005.0,608,362,12,471,70,39.56,1.31,51.48,7.65,0.0
13005.0,609,150,11,273,35,31.98,2.35,58.21,7.46,0.0
13005.0,61,57,12,116,66,22.71,4.78,46.22,26.29,0.0
13005.0,610,168,4,159,43,44.92,1.07,42.51,11.5,0.0
